"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Colour_Memory","Light_Behaviour_Note","UV_Stability_Note","Specifier_Warning"
"9","Oolite Dust — Archive Trace","#F2EFEA","94.55","0.13","2.76","2.763","87.3","","","archive","Oolite Dust — Archive Trace, #F2EFEA, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Oolite Dust — Archive Trace — near-white grey #F2EFEA. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Oolite Dust takes its register from the oolite district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=94.55 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"10","Compton Bone — Archive Trace","#EEE9E0","92.5","0.13","4.96","4.962","88.5","","","archive","Compton Bone — Archive Trace, #EEE9E0, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Compton Bone — Archive Trace — near-white grey #EEE9E0. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Compton Bone takes its register from the Berkshire downland village, its churchyard yew among the oldest living things in the county. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=92.5 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"11","Sparsholt Marl — Archive Trace","#F1EDE6","93.88","0.13","3.85","3.852","88.07","","","archive","Sparsholt Marl — Archive Trace, #F1EDE6, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Sparsholt Marl — Archive Trace — near-white grey #F1EDE6. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Sparsholt Marl takes its register from the downland village below the Ridgeway, in the shadow of the White Horse hill. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=93.88 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"12","Childrey Curd — Archive Trace","#F5F2EE","95.62","0.3","2.27","2.29","82.47","","","archive","Childrey Curd — Archive Trace, #F5F2EE, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Childrey Curd — Archive Trace — near-white grey #F5F2EE. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Childrey Curd takes its register from the chalk spring at Childrey, the source of the Letcombe Brook. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=95.62 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"13","Woolstone Linen — Archive Trace","#F0ECE5","93.53","0.13","3.85","3.852","88.07","","","archive","Woolstone Linen — Archive Trace, #F0ECE5, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Woolstone Linen — Archive Trace — near-white grey #F0ECE5. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Woolstone Linen takes its register from the woolstone district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=93.53 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"14","Fawler Plaster — Archive Trace","#EDE9E2","92.47","0.13","3.86","3.862","88.07","","","archive","Fawler Plaster — Archive Trace, #EDE9E2, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Fawler Plaster — Archive Trace — near-white grey #EDE9E2. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Fawler Plaster takes its register from the Roman villa site at Fawler, lime plaster still visible in the ploughsoil. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=92.47 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"15","871 Ash — Archive Trace","#F3F0EC","94.92","0.31","2.27","2.291","82.22","","","archive","871 Ash — Archive Trace, #F3F0EC, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","871 Ash — Archive Trace — near-white grey #F3F0EC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","871 Ash takes its register from the 871 district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=94.92 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"16","Blowing Stone Breath — Archive Trace","#F8F6F3","96.96","0.14","1.67","1.676","85.21","","","archive","Blowing Stone Breath — Archive Trace, #F8F6F3, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Blowing Stone Breath — Archive Trace — near-white grey #F8F6F3. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Blowing Stone Breath takes its register from the blowing district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=96.96 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"17","Wantage Alabaster — Archive Trace","#F6F4F0","96.24","-0.03","2.15","2.15","90.8","","","archive","Wantage Alabaster — Archive Trace, #F6F4F0, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Wantage Alabaster — Archive Trace — near-white grey #F6F4F0. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Wantage Alabaster takes its register from the market town of Wantage, birthplace of King Alfred, at the foot of the Downs. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=96.24 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"18","Hardwell Crust — Archive Trace","#ECE8E1","92.12","0.13","3.87","3.872","88.08","","","archive","Hardwell Crust — Archive Trace, #ECE8E1, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Hardwell Crust — Archive Trace — near-white grey #ECE8E1. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Hardwell Crust takes its register from the hardwell district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=92.12 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"19","Segsbury Glaze — Archive Trace","#F0EDE8","93.85","0.13","2.76","2.763","87.3","","","archive","Segsbury Glaze — Archive Trace, #F0EDE8, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Segsbury Glaze — Archive Trace — near-white grey #F0EDE8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Segsbury Glaze takes its register from Segsbury Camp, the Iron Age hillfort on the Ridgeway above Letcombe Regis. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=93.85 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"20","Bishopstone Grout — Archive Trace","#EAE6DE","91.4","-0.04","4.36","4.36","90.53","","","archive","Bishopstone Grout — Archive Trace, #EAE6DE, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Bishopstone Grout — Archive Trace — near-white grey #EAE6DE. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Bishopstone Grout takes its register from the downland village at the foot of the Ridgeway scarp, its elder hedgerows cutting the chalk. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=91.4 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"21","Liddington Crest — Archive Trace","#F4F1ED","95.27","0.3","2.27","2.29","82.47","","","archive","Liddington Crest — Archive Trace, #F4F1ED, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Liddington Crest — Archive Trace — near-white grey #F4F1ED. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Liddington Crest takes its register from the liddington district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=95.27 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"22","Barbury Frost-Cake — Archive Trace","#F1EEE9","94.2","0.13","2.76","2.763","87.3","","","archive","Barbury Frost-Cake — Archive Trace, #F1EEE9, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Barbury Frost-Cake — Archive Trace — near-white grey #F1EEE9. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Barbury Frost-Cake takes its register from the barbury district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=94.2 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"23","Hackpen Nave — Archive Trace","#EDEAE5","92.8","0.13","2.77","2.773","87.31","","","archive","Hackpen Nave — Archive Trace, #EDEAE5, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Hackpen Nave — Archive Trace — near-white grey #EDEAE5. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Hackpen Nave takes its register from the hackpen district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=92.8 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"24","Dragon Hill Pallor — Archive Trace","#F7F5F2","96.61","0.14","1.67","1.676","85.21","","","archive","Dragon Hill Pallor — Archive Trace, #F7F5F2, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Dragon Hill Pallor — Archive Trace — near-white grey #F7F5F2. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Dragon Hill Pallor takes its register from the ancient green lane below Dragon Hill, where St George is said to have fought. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=96.61 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"25","Cherbury Caliche — Archive Trace","#ECE8E3","92.17","0.47","2.89","2.928","80.76","","","archive","Cherbury Caliche — Archive Trace, #ECE8E3, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Cherbury Caliche — Archive Trace — near-white grey #ECE8E3. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Cherbury Caliche takes its register from Cherbury Camp, the Iron Age ringwork above the Ock valley. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=92.17 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"26","Iron Age Lime — Kiln Residue","#F5F3EF","95.89","-0.03","2.15","2.15","90.8","Historical Lime deposit.","","archive","Iron Age Lime — Kiln Residue, #F5F3EF, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Iron Age Lime — Kiln Residue — near-white grey #F5F3EF. Kiln Residue. Digby Oldridge British colour archive.","","FALSE","Iron Age Lime is drawn from historical lime deposit. At near-white depth it reads in the flat diffuse light of a February chalk downland, the colour of dried grass and goethite in the the iron district of the Oxfordshire landscape.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=95.89 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"27","Abingdon Vellum — Parchment Tone","#F2EFE9","94.52","-0.04","3.24","3.24","90.71","Historical Vellum deposit.","","archive","Abingdon Vellum — Parchment Tone, #F2EFE9, near-white grey paint, grey paint colour, off-white paint, warm white paint, parchment paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Vellum — Parchment Tone — near-white grey #F2EFE9. Parchment Tone. Digby Oldridge British colour archive.","","FALSE","Abingdon Vellum is drawn from historical vellum deposit. At near-white depth it reads in the flat diffuse light of a February chalk downland, the colour of dried grass and goethite in the the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=94.52 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"28","Aldbourne Cob — Archive Trace","#EEE9E3","92.58","0.64","3.5","3.558","79.64","","","archive","Aldbourne Cob — Archive Trace, #EEE9E3, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Aldbourne Cob — Archive Trace — near-white grey #EEE9E3. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Aldbourne Cob takes its register from the aldbourne district of the Oxfordshire landscape. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=92.58 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"29","Ock Limestone — Kiln Residue","#F0EDE7","93.82","-0.04","3.25","3.25","90.71","Historical Lime deposit.","","archive","Ock Limestone — Kiln Residue, #F0EDE7, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Ock Limestone — Kiln Residue — near-white grey #F0EDE7. Kiln Residue. Digby Oldridge British colour archive.","","FALSE","Ock Limestone is drawn from historical lime deposit. At near-white depth it reads in the flat diffuse light of a February chalk downland, the colour of dried grass and goethite in the the Ock valley, a slow chalk stream draining the Vale toward Abingdon.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=93.82 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"30","Thames Chalk-Run — Pit White","#F8F6F2","96.93","-0.03","2.15","2.15","90.8","Historical Chalk deposit.","","archive","Thames Chalk-Run — Pit White, #F8F6F2, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Thames Chalk-Run — Pit White — near-white grey #F8F6F2. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Thames Chalk-Run is drawn from historical chalk deposit. At near-white depth it reads in the flat diffuse light of a February chalk downland, the colour of dried grass and goethite in the the working river — lock gates, ballast barges, ironwork worn by tidal cycles.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=96.93 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
